kode,uraian,penjelasan,konteks,keywords,domain,activity,level,embedding_text
500.15.21.3,bimbingan teknis dan evaluasi pengkajian k3,Klasifikasi terkait bimbingan teknis dan evaluasi pengkajian k3.,Digunakan untuk dokumen mengenai bimbingan teknis dan evaluasi pengkajian k3.,"bimbingan, teknis, dan, evaluasi, pengkajian",umum,umum,kuartier,500.15.21.3 bimbingan teknis dan evaluasi pengkajian k3 klasifikasi terkait bimbingan teknis dan evaluasi pengkajian k3. digunakan untuk dokumen mengenai bimbingan teknis dan evaluasi pengkajian k3. bimbingan teknis dan evaluasi pengkajian umum umum
500.15.21.4,bimbingan teknis dan evaluasi pelayanan k3,Klasifikasi terkait bimbingan teknis dan evaluasi pelayanan k3.,Digunakan untuk dokumen mengenai bimbingan teknis dan evaluasi pelayanan k3.,"bimbingan, teknis, dan, evaluasi, pelayanan",umum,umum,kuartier,500.15.21.4 bimbingan teknis dan evaluasi pelayanan k3 klasifikasi terkait bimbingan teknis dan evaluasi pelayanan k3. digunakan untuk dokumen mengenai bimbingan teknis dan evaluasi pelayanan k3. bimbingan teknis dan evaluasi pelayanan umum umum
500.15.22,pengembangan sdm dan kompetensi k3,Klasifikasi terkait pengembangan sdm dan kompetensi k3.,Digunakan untuk dokumen mengenai pengembangan sdm dan kompetensi k3.,"pengembangan, sdm, dan, kompetensi",umum,umum,tersier,500.15.22 pengembangan sdm dan kompetensi k3 klasifikasi terkait pengembangan sdm dan kompetensi k3. digunakan untuk dokumen mengenai pengembangan sdm dan kompetensi k3. pengembangan sdm dan kompetensi umum umum
500.15.22.1,program analisis dan standardisasi pengembangan sdm dan kompetensi k3,Klasifikasi terkait program analisis dan standardisasi pengembangan sdm dan kompetensi k3.,Digunakan untuk dokumen mengenai program analisis dan standardisasi pengembangan sdm dan kompetensi k3.,"program, analisis, dan, standardisasi, pengembangan, sdm, kompetensi",umum,umum,kuartier,500.15.22.1 program analisis dan standardisasi pengembangan sdm dan kompetensi k3 klasifikasi terkait program analisis dan standardisasi pengembangan sdm dan kompetensi k3. digunakan untuk dokumen mengenai program analisis dan standardisasi pengembangan sdm dan kompetensi k3. program analisis dan standardisasi pengembangan sdm kompetensi umum umum
500.15.22.2,penyebarluasan informasi pengembangan sdm dan kompetensi k3,Klasifikasi terkait penyebarluasan informasi pengembangan sdm dan kompetensi k3.,Digunakan untuk dokumen mengenai penyebarluasan informasi pengembangan sdm dan kompetensi k3.,"penyebarluasan, informasi, pengembangan, sdm, dan, kompetensi",umum,umum,kuartier,500.15.22.2 penyebarluasan informasi pengembangan sdm dan kompetensi k3 klasifikasi terkait penyebarluasan informasi pengembangan sdm dan kompetensi k3. digunakan untuk dokumen mengenai penyebarluasan informasi pengembangan sdm dan kompetensi k3. penyebarluasan informasi pengembangan sdm dan kompetensi umum umum
500.15.22.3,kerjasama tingkat nasional bidang pengembangan sdm dan kompetensi k3,Klasifikasi terkait kerjasama tingkat nasional bidang pengembangan sdm dan kompetensi k3.,Digunakan untuk dokumen mengenai kerjasama tingkat nasional bidang pengembangan sdm dan kompetensi k3.,"kerjasama, tingkat, nasional, bidang, pengembangan, sdm, dan, kompetensi",umum,umum,kuartier,500.15.22.3 kerjasama tingkat nasional bidang pengembangan sdm dan kompetensi k3 klasifikasi terkait kerjasama tingkat nasional bidang pengembangan sdm dan kompetensi k3. digunakan untuk dokumen mengenai kerjasama tingkat nasional bidang pengembangan sdm dan kompetensi k3. kerjasama tingkat nasional bidang pengembangan sdm dan kompetensi umum umum
500.15.22.4,kerjasama tingkat regional bidang pengembangan sdm dan kompetensi k3,Klasifikasi terkait kerjasama tingkat regional bidang pengembangan sdm dan kompetensi k3.,Digunakan untuk dokumen mengenai kerjasama tingkat regional bidang pengembangan sdm dan kompetensi k3.,"kerjasama, tingkat, regional, bidang, pengembangan, sdm, dan, kompetensi",umum,umum,kuartier,500.15.22.4 kerjasama tingkat regional bidang pengembangan sdm dan kompetensi k3 klasifikasi terkait kerjasama tingkat regional bidang pengembangan sdm dan kompetensi k3. digunakan untuk dokumen mengenai kerjasama tingkat regional bidang pengembangan sdm dan kompetensi k3. kerjasama tingkat regional bidang pengembangan sdm dan kompetensi umum umum
500.15.22.5,kerjasama tingkat internasional bidang pengembangan sdm dan kompetensi k3,Klasifikasi terkait kerjasama tingkat internasional bidang pengembangan sdm dan kompetensi k3.,Digunakan untuk dokumen mengenai kerjasama tingkat internasional bidang pengembangan sdm dan kompetensi k3.,"kerjasama, tingkat, internasional, bidang, pengembangan, sdm, dan, kompetensi",umum,umum,kuartier,500.15.22.5 kerjasama tingkat internasional bidang pengembangan sdm dan kompetensi k3 klasifikasi terkait kerjasama tingkat internasional bidang pengembangan sdm dan kompetensi k3. digunakan untuk dokumen mengenai kerjasama tingkat internasional bidang pengembangan sdm dan kompetensi k3. kerjasama tingkat internasional bidang pengembangan sdm dan kompetensi umum umum
500.15.22.6,bimbingan teknis dan evaluasi pengembangan sdm dan kompetensi k3,Klasifikasi terkait bimbingan teknis dan evaluasi pengembangan sdm dan kompetensi k3.,Digunakan untuk dokumen mengenai bimbingan teknis dan evaluasi pengembangan sdm dan kompetensi k3.,"bimbingan, teknis, dan, evaluasi, pengembangan, sdm, kompetensi",umum,umum,kuartier,500.15.22.6 bimbingan teknis dan evaluasi pengembangan sdm dan kompetensi k3 klasifikasi terkait bimbingan teknis dan evaluasi pengembangan sdm dan kompetensi k3. digunakan untuk dokumen mengenai bimbingan teknis dan evaluasi pengembangan sdm dan kompetensi k3. bimbingan teknis dan evaluasi pengembangan sdm kompetensi umum umum
500.16,penanaman modal,urusan pemerintahan yang berkaitan dengan perencanaan promosi pelayanan pengendalian dan fasilitasi investasi untuk mendorong pertumbuhan ekonomi dan penciptaan lapangan kerja,digunakan pada dokumen tentang investasi daerah perizinan berusaha promosi investasi kerja sama penanaman modal realisasi investasi pelayanan terpadu satu pintu kemudahan berusaha serta pembinaan investor,"penanaman, modal, urusan, pemerintahan, yang, berkaitan, dengan, perencanaan, promosi, pelayanan",umum,umum,sekunder,500.16 penanaman modal urusan pemerintahan yang berkaitan dengan perencanaan promosi pelayanan pengendalian dan fasilitasi investasi untuk mendorong pertumbuhan ekonomi dan penciptaan lapangan kerja digunakan pada dokumen tentang investasi daerah perizinan berusaha promosi investasi kerja sama penanaman modal realisasi investasi pelayanan terpadu satu pintu kemudahan berusaha serta pembinaan investor penanaman modal urusan pemerintahan yang berkaitan dengan perencanaan promosi pelayanan umum umum
500.16.1,kebijakan di bidang penanaman modal yang dilakukan oleh pemerintah daerah,Klasifikasi terkait kebijakan di bidang penanaman modal yang dilakukan oleh pemerintah daerah.,Digunakan untuk dokumen mengenai kebijakan di bidang penanaman modal yang dilakukan oleh pemerintah daerah.,"kebijakan, bidang, penanaman, modal, yang, dilakukan, oleh, pemerintah, daerah",umum,umum,tersier,500.16.1 kebijakan di bidang penanaman modal yang dilakukan oleh pemerintah daerah klasifikasi terkait kebijakan di bidang penanaman modal yang dilakukan oleh pemerintah daerah. digunakan untuk dokumen mengenai kebijakan di bidang penanaman modal yang dilakukan oleh pemerintah daerah. kebijakan bidang penanaman modal yang dilakukan oleh pemerintah daerah umum umum
500.16.2,perencanaan penanaman modal,Klasifikasi terkait perencanaan penanaman modal.,Digunakan untuk dokumen mengenai perencanaan penanaman modal.,"perencanaan, penanaman, modal",umum,umum,tersier,500.16.2 perencanaan penanaman modal klasifikasi terkait perencanaan penanaman modal. digunakan untuk dokumen mengenai perencanaan penanaman modal. perencanaan penanaman modal umum umum
500.16.2.1,perencanaan industri agribisnis dan sumber daya alam lainnya,Klasifikasi terkait perencanaan industri agribisnis dan sumber daya alam lainnya.,Digunakan untuk dokumen mengenai perencanaan industri agribisnis dan sumber daya alam lainnya.,"perencanaan, industri, agribisnis, dan, sumber, daya, alam, lainnya",umum,umum,kuartier,500.16.2.1 perencanaan industri agribisnis dan sumber daya alam lainnya klasifikasi terkait perencanaan industri agribisnis dan sumber daya alam lainnya. digunakan untuk dokumen mengenai perencanaan industri agribisnis dan sumber daya alam lainnya. perencanaan industri agribisnis dan sumber daya alam lainnya umum umum
500.16.2.2,perencanaan industri manufaktur,Klasifikasi terkait perencanaan industri manufaktur.,Digunakan untuk dokumen mengenai perencanaan industri manufaktur.,"perencanaan, industri, manufaktur",umum,umum,kuartier,500.16.2.2 perencanaan industri manufaktur klasifikasi terkait perencanaan industri manufaktur. digunakan untuk dokumen mengenai perencanaan industri manufaktur. perencanaan industri manufaktur umum umum
500.16.2.3,perencanaan jasa dan kawasan,Klasifikasi terkait perencanaan jasa dan kawasan.,Digunakan untuk dokumen mengenai perencanaan jasa dan kawasan.,"perencanaan, jasa, dan, kawasan",umum,umum,kuartier,500.16.2.3 perencanaan jasa dan kawasan klasifikasi terkait perencanaan jasa dan kawasan. digunakan untuk dokumen mengenai perencanaan jasa dan kawasan. perencanaan jasa dan kawasan umum umum
500.16.2.4,perencanaan infrastruktur,Klasifikasi terkait perencanaan infrastruktur.,Digunakan untuk dokumen mengenai perencanaan infrastruktur.,"perencanaan, infrastruktur",umum,umum,kuartier,500.16.2.4 perencanaan infrastruktur klasifikasi terkait perencanaan infrastruktur. digunakan untuk dokumen mengenai perencanaan infrastruktur. perencanaan infrastruktur umum umum
500.16.3,pengembangan iklim penanaman modal,Klasifikasi terkait pengembangan iklim penanaman modal.,Digunakan untuk dokumen mengenai pengembangan iklim penanaman modal.,"pengembangan, iklim, penanaman, modal",umum,umum,tersier,500.16.3 pengembangan iklim penanaman modal klasifikasi terkait pengembangan iklim penanaman modal. digunakan untuk dokumen mengenai pengembangan iklim penanaman modal. pengembangan iklim penanaman modal umum umum
500.16.3.1,deregulasi penanaman modal,Klasifikasi terkait deregulasi penanaman modal.,Digunakan untuk dokumen mengenai deregulasi penanaman modal.,"deregulasi, penanaman, modal",umum,umum,kuartier,500.16.3.1 deregulasi penanaman modal klasifikasi terkait deregulasi penanaman modal. digunakan untuk dokumen mengenai deregulasi penanaman modal. deregulasi penanaman modal umum umum
500.16.3.2,pengembangan potensi daerah,Klasifikasi terkait pengembangan potensi daerah.,Digunakan untuk dokumen mengenai pengembangan potensi daerah.,"pengembangan, potensi, daerah",umum,umum,kuartier,500.16.3.2 pengembangan potensi daerah klasifikasi terkait pengembangan potensi daerah. digunakan untuk dokumen mengenai pengembangan potensi daerah. pengembangan potensi daerah umum umum
500.16.3.3,pemberdayaan usaha,Klasifikasi terkait pemberdayaan usaha.,Digunakan untuk dokumen mengenai pemberdayaan usaha.,"pemberdayaan, usaha",umum,umum,kuartier,500.16.3.3 pemberdayaan usaha klasifikasi terkait pemberdayaan usaha. digunakan untuk dokumen mengenai pemberdayaan usaha. pemberdayaan usaha umum umum
500.16.3.4,pemberdayaan usaha pembinaan dan penyuluhan,Klasifikasi terkait pemberdayaan usaha pembinaan dan penyuluhan.,Digunakan untuk dokumen mengenai pemberdayaan usaha pembinaan dan penyuluhan.,"pemberdayaan, usaha, pembinaan, dan, penyuluhan",umum,umum,kuartier,500.16.3.4 pemberdayaan usaha pembinaan dan penyuluhan klasifikasi terkait pemberdayaan usaha pembinaan dan penyuluhan. digunakan untuk dokumen mengenai pemberdayaan usaha pembinaan dan penyuluhan. pemberdayaan usaha pembinaan dan penyuluhan umum umum
500.16.3.5,pemberdayaan usaha kemitraan usaha,Klasifikasi terkait pemberdayaan usaha kemitraan usaha.,Digunakan untuk dokumen mengenai pemberdayaan usaha kemitraan usaha.,"pemberdayaan, usaha, kemitraan",umum,umum,kuartier,500.16.3.5 pemberdayaan usaha kemitraan usaha klasifikasi terkait pemberdayaan usaha kemitraan usaha. digunakan untuk dokumen mengenai pemberdayaan usaha kemitraan usaha. pemberdayaan usaha kemitraan umum umum
500.16.3.6,pemberdayaan usaha pelayanan usaha,Klasifikasi terkait pemberdayaan usaha pelayanan usaha.,Digunakan untuk dokumen mengenai pemberdayaan usaha pelayanan usaha.,"pemberdayaan, usaha, pelayanan",umum,umum,kuartier,500.16.3.6 pemberdayaan usaha pelayanan usaha klasifikasi terkait pemberdayaan usaha pelayanan usaha. digunakan untuk dokumen mengenai pemberdayaan usaha pelayanan usaha. pemberdayaan usaha pelayanan umum umum
500.16.4,promosi penanaman modal,Klasifikasi terkait promosi penanaman modal.,Digunakan untuk dokumen mengenai promosi penanaman modal.,"promosi, penanaman, modal",umum,umum,tersier,500.16.4 promosi penanaman modal klasifikasi terkait promosi penanaman modal. digunakan untuk dokumen mengenai promosi penanaman modal. promosi penanaman modal umum umum
500.16.4.1,pengembangan promosi,Klasifikasi terkait pengembangan promosi.,Digunakan untuk dokumen mengenai pengembangan promosi.,"pengembangan, promosi",umum,umum,kuartier,500.16.4.1 pengembangan promosi klasifikasi terkait pengembangan promosi. digunakan untuk dokumen mengenai pengembangan promosi. pengembangan promosi umum umum
500.16.4.2,analisis strategi promosi,Klasifikasi terkait analisis strategi promosi.,Digunakan untuk dokumen mengenai analisis strategi promosi.,"analisis, strategi, promosi",umum,umum,kuartier,500.16.4.2 analisis strategi promosi klasifikasi terkait analisis strategi promosi. digunakan untuk dokumen mengenai analisis strategi promosi. analisis strategi promosi umum umum
500.16.4.3,fasilitasi promosi luar negeri,Klasifikasi terkait fasilitasi promosi luar negeri.,Digunakan untuk dokumen mengenai fasilitasi promosi luar negeri.,"fasilitasi, promosi, luar, negeri",umum,umum,kuartier,500.16.4.3 fasilitasi promosi luar negeri klasifikasi terkait fasilitasi promosi luar negeri. digunakan untuk dokumen mengenai fasilitasi promosi luar negeri. fasilitasi promosi luar negeri umum umum
500.16.4.4,promosi sektoral,Klasifikasi terkait promosi sektoral.,Digunakan untuk dokumen mengenai promosi sektoral.,"promosi, sektoral",umum,umum,kuartier,500.16.4.4 promosi sektoral klasifikasi terkait promosi sektoral. digunakan untuk dokumen mengenai promosi sektoral. promosi sektoral umum umum
500.16.4.5,fasilitasi promosi daerah,Klasifikasi terkait fasilitasi promosi daerah.,Digunakan untuk dokumen mengenai fasilitasi promosi daerah.,"fasilitasi, promosi, daerah",umum,umum,kuartier,500.16.4.5 fasilitasi promosi daerah klasifikasi terkait fasilitasi promosi daerah. digunakan untuk dokumen mengenai fasilitasi promosi daerah. fasilitasi promosi daerah umum umum
500.16.4.6,pameran dan sarana promosi,Klasifikasi terkait pameran dan sarana promosi.,Digunakan untuk dokumen mengenai pameran dan sarana promosi.,"pameran, dan, sarana, promosi",umum,umum,kuartier,500.16.4.6 pameran dan sarana promosi klasifikasi terkait pameran dan sarana promosi. digunakan untuk dokumen mengenai pameran dan sarana promosi. pameran dan sarana promosi umum umum
500.16.5,kerja sama penanaman modal,Klasifikasi terkait kerja sama penanaman modal.,Digunakan untuk dokumen mengenai kerja sama penanaman modal.,"kerja, sama, penanaman, modal",umum,umum,tersier,500.16.5 kerja sama penanaman modal klasifikasi terkait kerja sama penanaman modal. digunakan untuk dokumen mengenai kerja sama penanaman modal. kerja sama penanaman modal umum umum
500.16.5.1,kerja sama bilateral dan mulitilateral,Klasifikasi terkait kerja sama bilateral dan mulitilateral.,Digunakan untuk dokumen mengenai kerja sama bilateral dan mulitilateral.,"kerja, sama, bilateral, dan, mulitilateral",umum,umum,kuartier,500.16.5.1 kerja sama bilateral dan mulitilateral klasifikasi terkait kerja sama bilateral dan mulitilateral. digunakan untuk dokumen mengenai kerja sama bilateral dan mulitilateral. kerja sama bilateral dan mulitilateral umum umum
500.16.5.2,kerja sama regional,Klasifikasi terkait kerja sama regional.,Digunakan untuk dokumen mengenai kerja sama regional.,"kerja, sama, regional",umum,umum,kuartier,500.16.5.2 kerja sama regional klasifikasi terkait kerja sama regional. digunakan untuk dokumen mengenai kerja sama regional. kerja sama regional umum umum
500.16.5.3,kerja sama dunia usaha internasional,Klasifikasi terkait kerja sama dunia usaha internasional.,Digunakan untuk dokumen mengenai kerja sama dunia usaha internasional.,"kerja, sama, dunia, usaha, internasional",umum,umum,kuartier,500.16.5.3 kerja sama dunia usaha internasional klasifikasi terkait kerja sama dunia usaha internasional. digunakan untuk dokumen mengenai kerja sama dunia usaha internasional. kerja sama dunia usaha internasional umum umum
500.16.6,pengendalian pelaksanaan penanaman modal,Klasifikasi terkait pengendalian pelaksanaan penanaman modal.,Digunakan untuk dokumen mengenai pengendalian pelaksanaan penanaman modal.,"pengendalian, pelaksanaan, penanaman, modal",umum,umum,tersier,500.16.6 pengendalian pelaksanaan penanaman modal klasifikasi terkait pengendalian pelaksanaan penanaman modal. digunakan untuk dokumen mengenai pengendalian pelaksanaan penanaman modal. pengendalian pelaksanaan penanaman modal umum umum
500.16.6.1,pemantauan penanaman modal,Klasifikasi terkait pemantauan penanaman modal.,Digunakan untuk dokumen mengenai pemantauan penanaman modal.,"pemantauan, penanaman, modal",umum,umum,kuartier,500.16.6.1 pemantauan penanaman modal klasifikasi terkait pemantauan penanaman modal. digunakan untuk dokumen mengenai pemantauan penanaman modal. pemantauan penanaman modal umum umum
500.16.6.2,data realisasi penanaman modal,Klasifikasi terkait data realisasi penanaman modal.,Digunakan untuk dokumen mengenai data realisasi penanaman modal.,"data, realisasi, penanaman, modal",umum,umum,kuartier,500.16.6.2 data realisasi penanaman modal klasifikasi terkait data realisasi penanaman modal. digunakan untuk dokumen mengenai data realisasi penanaman modal. data realisasi penanaman modal umum umum
500.16.6.3,bimbingan sosialisasi ketentuan penanaman modal,Klasifikasi terkait bimbingan sosialisasi ketentuan penanaman modal.,Digunakan untuk dokumen mengenai bimbingan sosialisasi ketentuan penanaman modal.,"bimbingan, sosialisasi, ketentuan, penanaman, modal",umum,umum,kuartier,500.16.6.3 bimbingan sosialisasi ketentuan penanaman modal klasifikasi terkait bimbingan sosialisasi ketentuan penanaman modal. digunakan untuk dokumen mengenai bimbingan sosialisasi ketentuan penanaman modal. bimbingan sosialisasi ketentuan penanaman modal umum umum
500.16.6.4,fasilitasi penyelesaian masalah,Klasifikasi terkait fasilitasi penyelesaian masalah.,Digunakan untuk dokumen mengenai fasilitasi penyelesaian masalah.,"fasilitasi, penyelesaian, masalah",umum,umum,kuartier,500.16.6.4 fasilitasi penyelesaian masalah klasifikasi terkait fasilitasi penyelesaian masalah. digunakan untuk dokumen mengenai fasilitasi penyelesaian masalah. fasilitasi penyelesaian masalah umum umum
500.16.6.5,pengawasan penanaman modal,Klasifikasi terkait pengawasan penanaman modal.,Digunakan untuk dokumen mengenai pengawasan penanaman modal.,"pengawasan, penanaman, modal",umum,umum,kuartier,500.16.6.5 pengawasan penanaman modal klasifikasi terkait pengawasan penanaman modal. digunakan untuk dokumen mengenai pengawasan penanaman modal. pengawasan penanaman modal umum umum
500.16.6.6,pencabutan pembatalan perizinan penanaman modal,Klasifikasi terkait pencabutan pembatalan perizinan penanaman modal.,Digunakan untuk dokumen mengenai pencabutan pembatalan perizinan penanaman modal.,"pencabutan, pembatalan, perizinan, penanaman, modal",umum,umum,kuartier,500.16.6.6 pencabutan pembatalan perizinan penanaman modal klasifikasi terkait pencabutan pembatalan perizinan penanaman modal. digunakan untuk dokumen mengenai pencabutan pembatalan perizinan penanaman modal. pencabutan pembatalan perizinan penanaman modal umum umum
500.16.7,pelayanan penanaman modal,Klasifikasi terkait pelayanan penanaman modal.,Digunakan untuk dokumen mengenai pelayanan penanaman modal.,"pelayanan, penanaman, modal",umum,umum,tersier,500.16.7 pelayanan penanaman modal klasifikasi terkait pelayanan penanaman modal. digunakan untuk dokumen mengenai pelayanan penanaman modal. pelayanan penanaman modal umum umum
500.16.7.1,pelayanan aplikasi,Klasifikasi terkait pelayanan aplikasi.,Digunakan untuk dokumen mengenai pelayanan aplikasi.,"pelayanan, aplikasi",umum,umum,kuartier,500.16.7.1 pelayanan aplikasi klasifikasi terkait pelayanan aplikasi. digunakan untuk dokumen mengenai pelayanan aplikasi. pelayanan aplikasi umum umum
500.16.7.2,pelayanan perijinan,Klasifikasi terkait pelayanan perijinan.,Digunakan untuk dokumen mengenai pelayanan perijinan.,"pelayanan, perijinan",umum,umum,kuartier,500.16.7.2 pelayanan perijinan klasifikasi terkait pelayanan perijinan. digunakan untuk dokumen mengenai pelayanan perijinan. pelayanan perijinan umum umum
500.16.7.3,pelayanan konsultasi perijinan,Klasifikasi terkait pelayanan konsultasi perijinan.,Digunakan untuk dokumen mengenai pelayanan konsultasi perijinan.,"pelayanan, konsultasi, perijinan",umum,umum,kuartier,500.16.7.3 pelayanan konsultasi perijinan klasifikasi terkait pelayanan konsultasi perijinan. digunakan untuk dokumen mengenai pelayanan konsultasi perijinan. pelayanan konsultasi perijinan umum umum
500.16.7.4,pelayanan non perijinan,Klasifikasi terkait pelayanan non perijinan.,Digunakan untuk dokumen mengenai pelayanan non perijinan.,"pelayanan, non, perijinan",umum,umum,kuartier,500.16.7.4 pelayanan non perijinan klasifikasi terkait pelayanan non perijinan. digunakan untuk dokumen mengenai pelayanan non perijinan. pelayanan non perijinan umum umum
500.16.7.5,pelayanan fasilitas,Klasifikasi terkait pelayanan fasilitas.,Digunakan untuk dokumen mengenai pelayanan fasilitas.,"pelayanan, fasilitas",umum,umum,kuartier,500.16.7.5 pelayanan fasilitas klasifikasi terkait pelayanan fasilitas. digunakan untuk dokumen mengenai pelayanan fasilitas. pelayanan fasilitas umum umum
500.17,pertanahan,urusan pemerintahan yang berkaitan dengan pengaturan penataan pemanfaatan pengendalian dan penyelesaian administrasi hak atas tanah untuk kepastian hukum dan pembangunan,digunakan pada dokumen tentang sertifikat tanah status hak tanah sengketa lahan pengadaan tanah pemanfaatan tanah redistribusi tanah batas wilayah tanah administrasi pertanahan serta penggunaan lahan untuk pembangunan,"pertanahan, urusan, pemerintahan, yang, berkaitan, dengan, pengaturan, penataan, pemanfaatan, pengendalian",umum,umum,sekunder,500.17 pertanahan urusan pemerintahan yang berkaitan dengan pengaturan penataan pemanfaatan pengendalian dan penyelesaian administrasi hak atas tanah untuk kepastian hukum dan pembangunan digunakan pada dokumen tentang sertifikat tanah status hak tanah sengketa lahan pengadaan tanah pemanfaatan tanah redistribusi tanah batas wilayah tanah administrasi pertanahan serta penggunaan lahan untuk pembangunan pertanahan urusan pemerintahan yang berkaitan dengan pengaturan penataan pemanfaatan pengendalian umum umum
500.17.1,kebijakan di bidang pertanahan yang dilakukan oleh pemerintah daerah,Klasifikasi terkait kebijakan di bidang pertanahan yang dilakukan oleh pemerintah daerah.,Digunakan untuk dokumen mengenai kebijakan di bidang pertanahan yang dilakukan oleh pemerintah daerah.,"kebijakan, bidang, pertanahan, yang, dilakukan, oleh, pemerintah, daerah",umum,umum,tersier,500.17.1 kebijakan di bidang pertanahan yang dilakukan oleh pemerintah daerah klasifikasi terkait kebijakan di bidang pertanahan yang dilakukan oleh pemerintah daerah. digunakan untuk dokumen mengenai kebijakan di bidang pertanahan yang dilakukan oleh pemerintah daerah. kebijakan bidang pertanahan yang dilakukan oleh pemerintah daerah umum umum
500.17.2,pengadaan dan penataan administrasi pertanahan,Klasifikasi terkait pengadaan dan penataan administrasi pertanahan.,Digunakan untuk dokumen mengenai pengadaan dan penataan administrasi pertanahan.,"pengadaan, dan, penataan, administrasi, pertanahan",umum,umum,tersier,500.17.2 pengadaan dan penataan administrasi pertanahan klasifikasi terkait pengadaan dan penataan administrasi pertanahan. digunakan untuk dokumen mengenai pengadaan dan penataan administrasi pertanahan. pengadaan dan penataan administrasi pertanahan umum umum
500.17.2.1,fasilitasi pengadaan tanah,Klasifikasi terkait fasilitasi pengadaan tanah.,Digunakan untuk dokumen mengenai fasilitasi pengadaan tanah.,"fasilitasi, pengadaan, tanah",umum,umum,kuartier,500.17.2.1 fasilitasi pengadaan tanah klasifikasi terkait fasilitasi pengadaan tanah. digunakan untuk dokumen mengenai fasilitasi pengadaan tanah. fasilitasi pengadaan tanah umum umum
500.17.2.2,pembinaan dan pengendalian administrasi pertanahan,Klasifikasi terkait pembinaan dan pengendalian administrasi pertanahan.,Digunakan untuk dokumen mengenai pembinaan dan pengendalian administrasi pertanahan.,"pembinaan, dan, pengendalian, administrasi, pertanahan",umum,umum,kuartier,500.17.2.2 pembinaan dan pengendalian administrasi pertanahan klasifikasi terkait pembinaan dan pengendalian administrasi pertanahan. digunakan untuk dokumen mengenai pembinaan dan pengendalian administrasi pertanahan. pembinaan dan pengendalian administrasi pertanahan umum umum
500.17.2.3,data dan informasi pertanahan,Klasifikasi terkait data dan informasi pertanahan.,Digunakan untuk dokumen mengenai data dan informasi pertanahan.,"data, dan, informasi, pertanahan",umum,umum,kuartier,500.17.2.3 data dan informasi pertanahan klasifikasi terkait data dan informasi pertanahan. digunakan untuk dokumen mengenai data dan informasi pertanahan. data dan informasi pertanahan umum umum
500.17.2.4,advokasi dan pengendalian,Klasifikasi terkait advokasi dan pengendalian.,Digunakan untuk dokumen mengenai advokasi dan pengendalian.,"advokasi, dan, pengendalian",umum,umum,kuartier,500.17.2.4 advokasi dan pengendalian klasifikasi terkait advokasi dan pengendalian. digunakan untuk dokumen mengenai advokasi dan pengendalian. advokasi dan pengendalian umum umum
500.17.3,penatagunaan dan penguatan hak atas tanah,Klasifikasi terkait penatagunaan dan penguatan hak atas tanah.,Digunakan untuk dokumen mengenai penatagunaan dan penguatan hak atas tanah.,"penatagunaan, dan, penguatan, hak, atas, tanah",umum,umum,tersier,500.17.3 penatagunaan dan penguatan hak atas tanah klasifikasi terkait penatagunaan dan penguatan hak atas tanah. digunakan untuk dokumen mengenai penatagunaan dan penguatan hak atas tanah. penatagunaan dan penguatan hak atas tanah umum umum
500.17.3.1,penatagunaan tanah,Klasifikasi terkait penatagunaan tanah.,Digunakan untuk dokumen mengenai penatagunaan tanah.,"penatagunaan, tanah",umum,umum,kuartier,500.17.3.1 penatagunaan tanah klasifikasi terkait penatagunaan tanah. digunakan untuk dokumen mengenai penatagunaan tanah. penatagunaan tanah umum umum
500.17.3.2,data dan pemetaan tematik,Klasifikasi terkait data dan pemetaan tematik.,Digunakan untuk dokumen mengenai data dan pemetaan tematik.,"data, dan, pemetaan, tematik",umum,umum,kuartier,500.17.3.2 data dan pemetaan tematik klasifikasi terkait data dan pemetaan tematik. digunakan untuk dokumen mengenai data dan pemetaan tematik. data dan pemetaan tematik umum umum
500.17.3.3,penguatan atas tanah,Klasifikasi terkait penguatan atas tanah.,Digunakan untuk dokumen mengenai penguatan atas tanah.,"penguatan, atas, tanah",umum,umum,kuartier,500.17.3.3 penguatan atas tanah klasifikasi terkait penguatan atas tanah. digunakan untuk dokumen mengenai penguatan atas tanah. penguatan atas tanah umum umum
500.17.4,sengketa tanah,Klasifikasi terkait sengketa tanah.,Digunakan untuk dokumen mengenai sengketa tanah.,"sengketa, tanah",umum,umum,tersier,500.17.4 sengketa tanah klasifikasi terkait sengketa tanah. digunakan untuk dokumen mengenai sengketa tanah. sengketa tanah umum umum
500.17.4.1,pengkajian dan penanganan sengketa,Klasifikasi terkait pengkajian dan penanganan sengketa.,Digunakan untuk dokumen mengenai pengkajian dan penanganan sengketa.,"pengkajian, dan, penanganan, sengketa",umum,umum,kuartier,500.17.4.1 pengkajian dan penanganan sengketa klasifikasi terkait pengkajian dan penanganan sengketa. digunakan untuk dokumen mengenai pengkajian dan penanganan sengketa. pengkajian dan penanganan sengketa umum umum
500.17.4.2,advokasi dan pengendalian,Klasifikasi terkait advokasi dan pengendalian.,Digunakan untuk dokumen mengenai advokasi dan pengendalian.,"advokasi, dan, pengendalian",umum,umum,kuartier,500.17.4.2 advokasi dan pengendalian klasifikasi terkait advokasi dan pengendalian. digunakan untuk dokumen mengenai advokasi dan pengendalian. advokasi dan pengendalian umum umum
